UserID,Predicted_Conversion_Rate,Predicted_Customer_Lifetime_Value,Degree_Centrality,PageRank,Followers,Following,Language,Location_Country,Content_Type,Relationship_Type,Klout_Score,Kred_Score,Group_Memberships,Page_Likes,Explicit_Interests_Encoded
33881,0.5002879,826.1741,1.707834797281117,2.4650352512858045,3.532956451105567,-1.0112037049382696,hi,India,link,follows,-1.7228842756504665,-1.703148958570034,-0.9518332487938486,0.0030232100297579298,1.0
43047,0.5000869,796.35175,-0.722589425749119,-0.32930050373534636,3.553449305329286,-0.7709761701176194,hi,USA,text,friend,1.644027725539302,-1.2825775248620688,-0.6355717528030163,0.0030232100297579298,1.0
43757,0.5002959,783.1741,-1.026392453627898,-0.9082811775760001,2.730930000121898,-0.45302796226675907,hi,India,link,follows,0.15147910645517781,1.58652622837857,0.629474231160313,0.33270805515057467,
45803,0.49972427,781.7293,1.404031769402337,3.0665715282633084,3.5380978535853638,-0.6932554970874092,hi,USA,link,follows,-1.2022277806211208,0.526455765333836,-1.2680947447846809,1.4866050130734332,1.0
16807,0.50022066,779.2853,1.404031769402337,3.2887910188279634,3.1050236182902675,-0.8275002959577724,hi,USA,link,follows,1.5746068595353893,1.315747360100839,-1.5843562407755132,0.0030232100297579298,
4815,0.50009274,777.7962,1.404031769402337,3.391835445110587,1.6401927815856063,-0.9923623296582186,hi,India,text,follows,1.2275025295158255,1.206283562286437,-0.0030487608213516527,1.4866050130734332,1.0
44473,0.49994904,777.0456,2.923046908796235,3.326182553749013,2.6347065508812957,-0.9970726734782314,zh,China,video,follows,-0.4038878215761242,-1.5475951406232522,1.57825871913281,0.9920777453922082,1.0
46530,0.5003049,769.74225,-1.330195481506678,-0.8026416074077954,2.4194952036845128,-0.6178899959672052,pt,China,link,follows,1.644027725539302,-0.020863223738173453,0.31321273516948067,0.0030232100297579298,
27960,0.50015074,764.09827,-1.026392453627898,-1.5790568805453618,2.6336515932969977,-0.7368261774225271,hi,India,video,follows,0.22089997245909057,1.4079274003655984,-0.31931025681218395,-1.315716170453509,
17940,0.4998472,761.68494,-1.330195481506678,-1.564730752283034,2.7932533372571093,-0.6944330830424124,zh,China,link,mentions,0.9845294985021309,-0.00934071870507852,-1.5843562407755132,-0.8211889027722838,1.0
5888,0.5003168,756.95905,-1.026392453627898,-0.718271142591701,-0.4360769198390565,2.07053873930507,zh,China,text,follows,1.4010546945256073,1.7075125312260666,0.9457357271511453,0.1678656325901663,1.0
13745,0.4998436,750.59937,1.404031769402337,3.2335053961108167,-0.436873190506132,1.1579096241776003,pt,China,text,follows,1.6093172925373456,0.45732073513526633,-1.2680947447846809,1.4866050130734332,1.0
16123,0.5002668,749.40295,1.404031769402337,0.2763878964058701,1.3126830184326925,-0.8640054605628712,pt,China,text,follows,-1.6187529766445974,-0.5681822128101829,-1.5843562407755132,0.33270805515057467,4.0
48933,0.4998504,748.2785,-0.722589425749119,-0.8675456500946818,3.57516688042673,-0.8428089133728138,zh,China,video,follows,0.7762669004903926,-1.4957438679743251,-0.0030487608213516527,-1.315716170453509,1.0
49768,0.5000873,746.3723,-0.722589425749119,-0.5874346473909455,3.2301108687165847,-0.8380985695528012,zh,China,link,follows,1.6093172925373456,-0.03814698128781586,-0.9518332487938486,0.8272353228317998,1.0
5123,0.5003329,739.49634,1.404031769402337,1.0874477297636906,1.0811946053663006,-0.5754969015870905,zh,China,link,follows,-1.6534634096465537,1.6902287736764243,-1.2680947447846809,1.1569201679526164,1.0
46926,0.50032157,738.9361,-1.633998509385457,-1.796872907900302,2.2848527052532894,-0.9299502740430496,hi,India,link,follows,1.539896426533433,-1.7261939686362238,-0.9518332487938486,1.6514474356338416,1.0
31116,0.5003661,736.8174,1.707834797281117,3.3749639014517507,2.791988196552568,-0.9852968139281995,zh,China,text,friend,-0.0914939245585168,-0.032385728771268385,-0.6355717528030163,0.8272353228317998,1.0
45238,0.49989444,735.28296,-0.722589425749119,-0.8222993644991929,2.0279240506712988,-0.9876519858382058,pt,China,text,follows,-1.6187529766445974,1.6729450161267818,0.31321273516948067,0.9920777453922082,1.0
48167,0.49967527,728.1477,1.100228741523558,0.7119928701491797,3.2132881351309597,-1.0006054313432409,hi,USA,video,mentions,0.25561040546104696,0.45155948261871887,-1.5843562407755132,-0.49150405765146715,7.0
24717,0.5001022,724.021,1.707834797281117,3.2169995409701624,2.1255177321765637,-0.8239675380927629,pt,China,link,mentions,1.539896426533433,-1.4611763528750403,-0.0030487608213516527,-0.8211889027722838,1.0
6127,0.50063837,721.34094,-0.722589425749119,0.10924431273306691,-0.439965307563557,0.05333399838461118,zh,China,text,friend,1.6787381585412584,1.1659547946706048,-1.5843562407755132,1.6514474356338416,1.0
39544,0.4998079,721.1055,2.011637825159896,2.543016804417928,3.5788531689971506,-0.9429037195480847,pt,China,link,follows,0.49858343647474157,0.8548471587770415,1.57825871913281,-0.3266616350910588,
47565,0.49995127,717.8869,-0.722589425749119,-0.7415689547302219,1.9813765735035775,-0.7945278892176832,zh,China,link,follows,-1.479911244636772,0.6589645732144277,-0.31931025681218395,-1.1508737478931006,
27029,0.50048286,715.445,-0.722589425749119,-1.375504285483679,-0.4333526232420572,2.2024283662654267,hi,India,video,follows,-0.9939651826093826,1.5404362082461902,1.57825871913281,0.49755047771098304,1.0
15778,0.4999584,714.7156,-1.330195481506678,-1.4212142254565105,2.9401026245947683,-0.9370157897730688,hi,USA,link,follows,1.0539503645060435,-0.6142722329425626,1.57825871913281,-0.9860313253326922,1.0
5531,0.50040853,714.6489,-1.026392453627898,-0.3744842909123067,0.8498031998938673,-1.0241571504433047,pt,China,link,follows,-0.3691773885741678,1.6556612585771395,-1.5843562407755132,-1.315716170453509,1.0
434,0.5005367,711.6755,-1.330195481506678,-1.3387698438266022,-0.43507046605173777,0.5137701067908571,hi,USA,video,follows,-0.6468608525898188,1.6038099859282122,-1.5843562407755132,0.8272353228317998,1.0
3453,0.49983567,710.43835,-0.722589425749119,-1.1415278783816107,0.9912726077499151,-0.47893485327682916,hi,India,video,follows,1.5746068595353893,-1.2941000298951637,-0.0030487608213516527,-0.49150405765146715,1.0
43594,0.50025254,710.2868,0.7964257136447781,1.4468541099209802,1.627306939521461,-0.7768640998926354,hi,UK,video,friend,-0.6815712855917752,0.13469059420860816,-0.9518332487938486,0.9920777453922082,1.0
35932,0.4994516,708.5327,-2.241604565143016,-2.1877644472005056,3.349167480385153,-0.8463416712378234,hi,India,text,follows,-1.410490378632859,1.6671837636102345,0.629474231160313,-1.315716170453509,1.0
218,0.500199,707.8134,-0.722589425749119,-0.9659029168822149,2.8195545211690893,-0.6002262066421574,hi,India,link,follows,1.6787381585412584,1.6729450161267818,1.57825871913281,-0.49150405765146715,8.0
16060,0.49969444,706.9046,-1.026392453627898,-1.2870629708741035,2.9000627401884254,-1.0229795644883015,zh,China,video,follows,0.6027147354806107,-1.0002761515512428,0.9457357271511453,-0.8211889027722838,1.0
17514,0.500198,706.8287,-1.330195481506678,-1.01866640796912,1.8997689350860458,-0.4930658847368674,hi,UK,link,friend,1.5746068595353893,-0.21674580930078732,-0.31931025681218395,1.6514474356338416,1.0
29454,0.49991095,706.1418,0.18881965788721908,0.2835806619502855,3.5355190683793025,-0.5613658701270523,pt,China,text,friend,0.42916257047082884,-0.31468710208209427,0.9457357271511453,-1.315716170453509,
1495,0.49927944,704.87787,-1.026392453627898,-0.42741974210720146,-0.44709940770258344,-0.9900071577482122,pt,China,text,mentions,-0.7857025845976443,0.5091720077841935,-0.0030487608213516527,1.3217625905130248,1.0
31233,0.4999524,704.2125,-1.330195481506678,-0.3888426589195857,2.3756558551814644,-0.8875571796629349,hi,USA,text,follows,1.366344261523651,1.6441387535440446,-0.6355717528030163,0.49755047771098304,1.0
8912,0.49967363,703.50903,2.011637825159896,2.09350082257868,1.6540850774370701,-0.641441715067269,hi,UK,link,follows,1.6787381585412584,-1.5475951406232522,1.2619972231419776,0.1678656325901663,10.0
26915,0.4997628,702.47473,0.492622685765999,0.22609606017557934,3.4716395677576743,-1.0100261189832664,hi,India,video,mentions,-1.4452008116348154,1.1371485320878674,0.9457357271511453,-1.6454010155743257,1.0
35826,0.500481,702.3178,0.18881965788721908,0.15616784201869285,-0.4460201982197959,-0.7274054897825015,zh,China,video,mentions,-0.5080191205819933,1.6441387535440446,-0.31931025681218395,1.6514474356338416,
14716,0.5001385,702.2538,-0.4187863978703391,-0.7988101946375626,3.549282020772155,-0.7332934195575175,zh,China,link,follows,0.49858343647474157,1.6959900261929717,-1.5843562407755132,-0.16181921253065043,1.0
16637,0.5000443,701.93506,-1.330195481506678,-1.6395658359572438,2.732316400318887,-0.45067279035675273,hi,UK,link,follows,0.49858343647474157,1.2696573399684592,-1.2680947447846809,0.9920777453922082,1.0
28052,0.5005349,701.2189,-0.722589425749119,0.514786125743203,0.22975491121005476,-0.7356485914675239,zh,China,video,follows,-0.5080191205819933,1.7247962887757091,-1.2680947447846809,0.9920777453922082,1.0
38676,0.5001012,701.20197,0.492622685765999,0.49569451563427525,3.591007412123526,-0.8333882257327884,hi,India,link,follows,1.4357651275275638,1.5116299456634528,-1.5843562407755132,0.33270805515057467,
29313,0.49991697,701.1805,0.7964257136447781,0.965083771365351,3.574120006808595,-0.5437020808020044,hi,UK,link,follows,-0.3691773885741678,0.9066984314259687,-0.6355717528030163,-0.6563464802118756,
1214,0.5002466,700.7559,-1.330195481506678,0.5786451697863361,2.9280494310454332,-0.9016882111229731,hi,USA,link,mentions,-1.1675173476191645,-0.804393565988629,0.629474231160313,0.8272353228317998,
19118,0.5001622,700.59705,-0.4187863978703391,0.45271066315626907,0.29842820376646195,-1.0229795644883015,zh,China,text,follows,-0.33446695557221146,1.575003723345475,-1.2680947447846809,1.6514474356338416,1.0
11118,0.49902812,699.5277,1.404031769402337,1.2326874725109853,-0.44727321297509226,-0.8781364920229094,hi,UK,text,friend,-0.26504608956829867,1.6729450161267818,-0.31931025681218395,1.6514474356338416,8.0
14121,0.50004774,698.8805,1.100228741523558,3.1108199891212727,2.3195975918227347,-1.00767094707326,zh,China,link,follows,0.6027147354806107,1.0507297443396555,0.31321273516948067,0.0030232100297579298,
13166,0.5001127,698.66406,2.315440853038675,2.2107558664630242,3.455148276784741,-0.9063985549429859,hi,UK,link,friend,1.5746068595353893,-0.18793954671805,-0.9518332487938486,0.33270805515057467,11.0
39036,0.50000894,698.48114,0.492622685765999,1.5884647079716177,0.4619304614003188,-0.5990486206871543,hi,UK,link,friend,0.8456877664943053,0.7165770983799024,1.57825871913281,-0.9860313253326922,1.0
10848,0.4999425,698.47076,-1.633998509385457,-1.2800232531580154,3.458115092366636,-0.566076213947065,zh,China,link,follows,-0.855123450601557,-1.3574738075771857,0.629474231160313,0.49755047771098304,1.0
37493,0.50021654,698.26306,0.18881965788721908,0.05376062965712704,3.4509041945490595,-0.90051062516797,zh,China,link,friend,1.6787381585412584,1.7075125312260666,0.629474231160313,-1.315716170453509,1.0
39139,0.46853125,697.2954,1.707834797281117,0.5263854898829737,-0.4453128511805156,-0.6602830903473199,hi,India,video,follows,1.0192399315040872,0.22110938195682017,1.2619972231419776,0.0030232100297579298,7.0
28668,0.49993104,696.9952,0.7964257136447781,1.4823204851450607,1.5954399449061158,-0.951146821233107,hi,India,link,mentions,-1.68817384264851,1.649900006060592,0.9457357271511453,-0.6563464802118756,1.0
31068,0.4998052,696.688,0.492622685765999,-0.7079288019767258,3.5688654288025137,-0.5354589791169821,hi,India,link,follows,1.1233712305099564,-0.7755873034058917,1.57825871913281,-1.4805585930139173,13.0
42595,0.5002041,696.51874,-1.026392453627898,-0.8634066673424473,1.4243710949435013,-0.667348606077339,hi,UK,link,follows,-1.584042543642641,-0.07271449638710066,1.2619972231419776,0.9920777453922082,1.0
49328,0.5001603,695.49963,0.492622685765999,1.2543051484189645,3.557685303598804,-0.7097417004574538,hi,India,text,follows,-1.236938213623077,-0.07847574890364813,1.2619972231419776,0.8272353228317998,1.0
1831,0.5001161,694.51294,2.011637825159896,2.226685095106442,3.5373298767998596,-0.9676330246031517,hi,USA,link,friend,0.7068460344864799,-0.879289848703746,-1.2680947447846809,0.8272353228317998,9.0
46514,0.49960324,693.182,-0.4187863978703391,0.0025906374746574447,0.8354986217680801,-0.9864743998832026,hi,India,link,mentions,-1.5493321106406845,1.304224855067744,-1.2680947447846809,-0.16181921253065043,
35158,0.49952972,692.8696,-1.9378015372642365,-0.41432668570517095,3.2371681711770606,-0.4765796813668228,zh,China,link,friend,-0.855123450601557,-1.1097399493656448,0.31321273516948067,-1.6454010155743257,
32630,0.5001032,692.8559,-0.4187863978703391,0.3156531497053897,2.5139765582169447,-0.8910899375279445,hi,USA,link,mentions,1.7134485915432147,0.8778921688432314,0.31321273516948067,-0.9860313253326922,1.0
24259,0.4999908,692.80676,-1.330195481506678,-0.210314204228781,2.2212076396503946,-0.4412521027167272,pt,China,link,follows,-1.6187529766445974,1.6729450161267818,-0.31931025681218395,0.0030232100297579298,
48774,0.5002595,692.5667,-1.026392453627898,-0.9919095555112138,2.4677766915942407,-0.8569399448328521,pt,China,text,follows,1.6093172925373456,1.4424949154648832,0.629474231160313,0.1678656325901663,
39710,0.50014454,692.3411,0.7964257136447781,-0.21095698863495888,-0.4333081614281596,-0.515440017881928,zh,China,video,mentions,-0.3691773885741678,1.3618373802332187,-0.6355717528030163,1.1569201679526164,1.0
3081,0.49985963,692.17957,0.18881965788721908,-0.604566576731626,2.2362276487816253,-0.6273106836072307,zh,China,text,mentions,-1.5146216776387282,1.304224855067744,0.9457357271511453,-1.315716170453509,1.0
